# NGC3198 — Rotation curve data (SPARC format)
# Morphology: SB(rs)c  |  Distance: 13.80 Mpc  |  Inclination: 71.5 deg
# Columns: Rad(kpc) Vobs(km/s) errV(km/s) Vgas(km/s) Vdisk(km/s) Vbul(km/s) SBdisk(L/pc²) SBbul(L/pc²)
# Reference: Lelli, McGaugh & Schombert (2016), AJ 152, 157
  0.67    47.5    10.0    5.2    44.3    0.0   312.1    0.0
  1.34    86.2     6.5    9.8    75.6    0.0   221.4    0.0
  2.01   112.5     4.8   13.5    96.2    0.0   156.8    0.0
  2.68   129.8     3.8   16.4   108.3    0.0   111.0    0.0
  3.35   140.2     3.2   18.7   114.1    0.0    78.6    0.0
  4.02   146.8     2.8   20.5   115.0    0.0    55.6    0.0
  4.69   150.5     2.6   21.8   112.3    0.0    39.4    0.0
  5.36   152.8     2.4   22.7   107.2    0.0    27.9    0.0
  6.03   154.0     2.3   23.2   100.5    0.0    19.7    0.0
  6.70   154.6     2.2   23.4    93.0    0.0    14.0    0.0
  7.37   154.8     2.2   23.3    85.3    0.0     9.9    0.0
  8.04   154.7     2.3   22.9    77.8    0.0     7.0    0.0
  8.71   154.4     2.3   22.4    70.7    0.0     4.9    0.0
  9.38   154.0     2.4   21.7    64.0    0.0     3.5    0.0
 10.72   153.0     2.5   20.1    52.2    0.0     1.7    0.0
 12.06   151.8     2.7   18.3    42.0    0.0     0.9    0.0
 13.40   150.5     2.9   16.5    33.5    0.0     0.4    0.0
 14.74   149.2     3.1   14.8    26.4    0.0     0.2    0.0
 16.08   148.0     3.4   13.2    20.7    0.0     0.1    0.0
 17.42   147.0     3.7   11.7    16.2    0.0     0.0    0.0
 18.76   146.2     4.0   10.4    12.6    0.0     0.0    0.0
 20.10   145.5     4.4    9.3     9.8    0.0     0.0    0.0
 22.11   144.5     5.0    7.8     6.7    0.0     0.0    0.0
 24.79   143.3     5.8    6.3     4.1    0.0     0.0    0.0
 27.47   142.0     6.8    5.1     2.5    0.0     0.0    0.0
 30.15   140.5     8.0    4.2     1.5    0.0     0.0    0.0
